Index,CRASH DATE,BOROUGH,LATITUDE,LONGITUDE,PERSONS INJURED,PERSONS KILLED,PEDESTRIANS INJURED,PEDESTRIANS KILLED,CYCLIST INJURED,CYCLIST KILLED,MOTORIST INJURED,MOTORIST KILLED,CONTRIBUTING FACTOR,VEHICLE TYPE
1,7/12/2022,BROOKLYN,40.663303,-73.96049,0,0,0,0,0,0,0,0,Oversized Vehicle,Sedan
2,4/24/2022,BROOKLYN,40.642986,-74.01621,0,0,0,0,0,0,0,0,Unspecified,Station Wagon/Sport Utility Vehicle
3,4/24/2022,BRONX,40.843906,-73.92413,0,0,0,0,0,0,0,0,Alcohol Involvement,Taxi
4,4/24/2022,BRONX,40.89481,-73.86183,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
5,4/24/2022,BRONX,40.861862,-73.91275,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
6,3/8/2022,BROOKLYN,40.666256,-73.900215,0,0,0,0,0,0,0,0,Unspecified,Sedan
7,4/24/2022,MANHATTAN,40.767242,-73.986206,1,0,0,0,1,0,0,0,View Obstructed/Limited,Station Wagon/Sport Utility Vehicle
8,4/22/2022,BROOKLYN,40.62417,-73.97048,1,0,0,0,0,0,1,0,Unspecified,Sedan
9,4/24/2022,BROOKLYN,40.692356,-73.94282,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Station Wagon/Sport Utility Vehicle
10,4/12/2022,BROOKLYN,40.65011,-73.930214,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle
11,4/24/2022,QUEENS,40.69261,-73.81143,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Sedan
12,4/24/2022,QUEENS,40.745235,-73.937706,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Sedan
13,4/24/2022,QUEENS,40.758705,-73.93793,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Sedan
14,4/24/2022,QUEENS,40.695156,-73.845406,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Ambulance
15,4/7/2022,MANHATTAN,40.748158,-73.97033,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
16,3/26/2022,STATEN ISLAND,40.637833,-74.08193,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
17,3/26/2022,MANHATTAN,40.797836,-73.96946,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Sedan
18,3/26/2022,QUEENS,40.734375,-73.87342,1,0,0,0,0,0,1,0,Lost Consciousness,Station Wagon/Sport Utility Vehicle
19,3/26/2022,QUEENS,40.699947,-73.736626,1,0,0,0,0,0,1,0,Following Too Closely,Station Wagon/Sport Utility Vehicle
20,3/21/2022,MANHATTAN,40.75632,-73.999275,1,0,0,0,0,0,1,0,Following Too Closely,Motorcycle
21,3/26/2022,QUEENS,40.69614,-73.81789,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle
22,3/26/2022,BROOKLYN,40.631687,-73.9205,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
23,3/26/2022,BRONX,40.88839,-73.84666,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle
24,3/26/2022,BRONX,40.844425,-73.8639,0,0,0,0,0,0,0,0,Unspecified,Station Wagon/Sport Utility Vehicle
25,3/26/2022,BRONX,40.833965,-73.8629,2,0,0,0,0,0,2,0,Alcohol Involvement,Station Wagon/Sport Utility Vehicle
26,3/26/2022,BROOKLYN,40.705738,-73.944695,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
27,3/26/2022,BROOKLYN,40.637905,-73.8878,0,0,0,0,0,0,0,0,Unsafe Speed,Sedan
28,3/26/2022,BROOKLYN,40.635063,-73.94788,1,0,0,0,0,0,1,0,Unsafe Speed,Station Wagon/Sport Utility Vehicle
29,3/10/2022,BROOKLYN,40.676403,-73.96287,4,0,0,0,0,0,4,0,Other Vehicular,Station Wagon/Sport Utility Vehicle
30,3/24/2022,BRONX,40.829777,-73.85055,1,0,1,0,0,0,0,0,Unspecified,Sedan
31,3/26/2022,BROOKLYN,40.613926,-74.030174,0,0,0,0,0,0,0,0,Brakes Defective,Station Wagon/Sport Utility Vehicle
32,3/26/2022,BROOKLYN,40.635563,-73.89577,2,0,2,0,0,0,0,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle
33,3/26/2022,QUEENS,40.675167,-73.825264,0,0,0,0,0,0,0,0,Passing Too Closely,Station Wagon/Sport Utility Vehicle
34,3/26/2022,MANHATTAN,40.761486,-73.96061,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
35,3/26/2022,BROOKLYN,40.712284,-73.964005,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Sedan
36,2/25/2022,QUEENS,40.70546,-73.7949,0,0,0,0,0,0,0,0,Following Too Closely,E-Scooter
37,3/26/2022,MANHATTAN,40.833786,-73.94037,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Box Truck
38,3/26/2022,BROOKLYN,40.637985,-74.0076,0,0,0,0,0,0,0,0,Backing Unsafely,Station Wagon/Sport Utility Vehicle
39,3/26/2022,QUEENS,40.742508,-73.91788,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Sedan
40,3/26/2022,BROOKLYN,40.67046,-73.88788,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Sedan
41,3/26/2022,MANHATTAN,40.72224,-73.9863,1,0,0,0,0,0,1,0,Following Too Closely,Station Wagon/Sport Utility Vehicle
42,3/26/2022,BROOKLYN,40.668896,-73.95339,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
43,3/25/2022,BROOKLYN,40.63654,-73.97707,2,0,0,0,0,0,2,0,Unspecified,Sedan
44,3/26/2022,BRONX,40.831055,-73.905846,1,0,1,0,0,0,0,0,Unspecified,Sedan
45,3/26/2022,BROOKLYN,40.63947,-73.902756,1,0,0,0,0,0,1,0,Unspecified,Sedan
46,3/26/2022,BRONX,40.86173,-73.91182,1,0,0,0,0,0,1,0,Unspecified,Station Wagon/Sport Utility Vehicle
47,3/26/2022,BROOKLYN,40.69538,-73.985115,0,0,0,0,0,0,0,0,Unspecified,Sedan
48,3/26/2022,BROOKLYN,40.63063,-74.00923,0,0,0,0,0,0,0,0,Unspecified,Sedan
49,3/26/2022,BRONX,40.82707,-73.87075,0,0,0,0,0,0,0,0,Turning Improperly,Sedan
50,3/26/2022,BROOKLYN,40.692593,-73.91551,0,0,0,0,0,0,0,0,Unspecified,Station Wagon/Sport Utility Vehicle
51,3/26/2022,BROOKLYN,40.680664,-73.902626,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
52,3/26/2022,BROOKLYN,40.645718,-73.95002,4,0,0,0,0,0,4,0,Passing Too Closely,Sedan
53,3/26/2022,BROOKLYN,40.577652,-73.96344,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
54,3/26/2022,MANHATTAN,40.730145,-73.99781,1,0,0,0,1,0,0,0,Passenger Distraction,E-Bike
55,3/26/2022,QUEENS,40.67478,-73.806206,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle
56,3/25/2022,BROOKLYN,40.624622,-73.97598,2,0,0,0,0,0,2,0,Unspecified,Sedan
57,3/26/2022,BROOKLYN,40.67271,-73.97089,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Station Wagon/Sport Utility Vehicle
58,3/26/2022,STATEN ISLAND,40.596733,-74.07045,0,0,0,0,0,0,0,0,Backing Unsafely,Sedan
59,3/26/2022,BROOKLYN,40.617645,-73.92092,0,0,0,0,0,0,0,0,Backing Unsafely,Sedan
60,3/26/2022,BROOKLYN,40.68651,-73.98378,2,0,0,0,0,0,2,0,Passing or Lane Usage Improper,Station Wagon/Sport Utility Vehicle
61,3/24/2022,BROOKLYN,40.69831,-73.9498,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
62,3/20/2022,MANHATTAN,40.778805,-73.974075,1,0,1,0,0,0,0,0,Backing Unsafely,Sedan
63,3/26/2022,MANHATTAN,40.747894,-73.989174,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Sedan
64,3/25/2022,BRONX,40.83578,-73.871445,0,0,0,0,0,0,0,0,Following Too Closely,Station Wagon/Sport Utility Vehicle
65,3/26/2022,BROOKLYN,40.60784,-73.961975,0,0,0,0,0,0,0,0,Fell Asleep,Station Wagon/Sport Utility Vehicle
66,3/26/2022,BROOKLYN,40.67848,-73.98232,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi
67,3/26/2022,BROOKLYN,40.629475,-74.004166,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
68,3/26/2022,BROOKLYN,40.668797,-73.93113,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
69,3/26/2022,MANHATTAN,40.754707,-73.99164,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Bike
70,3/25/2022,BRONX,40.85713,-73.8808,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
71,3/26/2022,BRONX,40.857418,-73.89996,0,0,0,0,0,0,0,0,Unsafe Speed,Station Wagon/Sport Utility Vehicle
72,3/26/2022,QUEENS,40.702972,-73.888054,0,0,0,0,0,0,0,0,Unsafe Speed,Sedan
73,3/26/2022,BROOKLYN,40.624474,-74.00668,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Station Wagon/Sport Utility Vehicle
74,3/26/2022,QUEENS,40.76532,-73.771904,0,0,0,0,0,0,0,0,Unspecified,Sedan
75,3/26/2022,STATEN ISLAND,40.609768,-74.06969,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Station Wagon/Sport Utility Vehicle
76,3/25/2022,MANHATTAN,40.798286,-73.938705,0,0,0,0,0,0,0,0,Following Too Closely,Taxi
77,3/23/2022,QUEENS,40.776764,-73.848015,0,0,0,0,0,0,0,0,Unspecified,Sedan
78,3/26/2022,QUEENS,40.747498,-73.91309,0,0,0,0,0,0,0,0,Unspecified,Sedan
79,3/26/2022,BROOKLYN,40.701637,-73.942276,1,0,0,0,0,0,1,0,Following Too Closely,Station Wagon/Sport Utility Vehicle
80,3/26/2022,QUEENS,40.69349,-73.826546,0,0,0,0,0,0,0,0,Unsafe Speed,Station Wagon/Sport Utility Vehicle
81,3/26/2022,QUEENS,40.726463,-73.85943,1,0,1,0,0,0,0,0,Unsafe Speed,Bike
82,3/25/2022,BRONX,40.856434,-73.886826,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Sedan
83,3/22/2022,BRONX,40.87151,-73.87057,1,0,0,0,1,0,0,0,Turning Improperly,Sedan
84,3/26/2022,BROOKLYN,40.68686,-73.96758,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Sedan
85,3/26/2022,QUEENS,40.678417,-73.729225,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Sedan
86,3/14/2022,QUEENS,40.692596,-73.79078,0,0,0,0,0,0,0,0,Unspecified,Station Wagon/Sport Utility Vehicle
87,3/26/2022,BRONX,40.88399,-73.82641,1,0,0,0,0,0,1,0,Following Too Closely,Box Truck
88,3/26/2022,BROOKLYN,40.683872,-73.95998,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi
89,3/5/2022,MANHATTAN,40.799484,-73.92929,0,0,0,0,0,0,0,0,Unspecified,Sedan
90,3/26/2022,MANHATTAN,40.766502,-73.99418,0,0,0,0,0,0,0,0,Unspecified,Sedan
91,3/26/2022,QUEENS,40.676304,-73.816284,0,0,0,0,0,0,0,0,Alcohol Involvement,Station Wagon/Sport Utility Vehicle
92,3/26/2022,BROOKLYN,40.66447,-73.89593,0,0,0,0,0,0,0,0,Unsafe Speed,Sedan
93,3/25/2022,QUEENS,40.743534,-73.93951,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
94,3/26/2022,MANHATTAN,40.7514,-73.983765,1,0,1,0,0,0,0,0,Traffic Control Disregarded,Bike
95,4/25/2022,STATEN ISLAND,40.54802,-74.1558,0,0,0,0,0,0,0,0,Fell Asleep,Station Wagon/Sport Utility Vehicle
96,3/26/2022,MANHATTAN,40.80765,-73.939255,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Sedan
97,3/25/2022,BRONX,40.82583,-73.85777,1,0,1,0,0,0,0,0,Unspecified,Station Wagon/Sport Utility Vehicle
98,3/26/2022,MANHATTAN,40.85019,-73.939644,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
99,3/26/2022,BROOKLYN,40.702938,-73.95026,0,0,0,0,0,0,0,0,Unspecified,Sedan
100,3/26/2022,QUEENS,40.75868,-73.87552,0,0,0,0,0,0,0,0,Unspecified,Pick-up Truck
101,3/26/2022,QUEENS,40.739384,-73.82268,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Sedan
102,3/26/2022,STATEN ISLAND,40.608727,-74.08839,3,0,0,0,0,0,3,0,Unspecified,Station Wagon/Sport Utility Vehicle
103,3/26/2022,BRONX,40.863194,-73.86642,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
104,3/24/2022,MANHATTAN,40.7802,-73.98755,0,0,0,0,0,0,0,0,Brakes Defective,Sedan
105,3/26/2022,BRONX,40.886936,-73.8499,1,0,0,0,0,0,1,0,Animals Action,Station Wagon/Sport Utility Vehicle
106,3/26/2022,BROOKLYN,40.662247,-73.93152,0,0,0,0,0,0,0,0,Driver Inexperience,Station Wagon/Sport Utility Vehicle
107,3/26/2022,QUEENS,40.68804,-73.83275,2,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle
108,4/21/2022,QUEENS,40.75169,-73.88562,0,0,0,0,0,0,0,0,Unspecified,Station Wagon/Sport Utility Vehicle
109,3/26/2022,QUEENS,40.686234,-73.82418,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Sedan
110,3/22/2022,MANHATTAN,40.783146,-73.97833,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Bike
111,3/26/2022,BROOKLYN,40.59397,-73.97428,0,0,0,0,0,0,0,0,Unspecified,Station Wagon/Sport Utility Vehicle
112,3/25/2022,QUEENS,40.737614,-73.79646,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
113,3/26/2022,BROOKLYN,40.675907,-73.969505,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi
114,3/26/2022,BROOKLYN,40.70239,-73.924644,0,0,0,0,0,0,0,0,Following Too Closely,Sedan
115,3/26/2022,BROOKLYN,40.73207,-73.94462,1,0,0,0,0,0,1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Motorcycle
116,3/25/2022,MANHATTAN,40.8037,-73.93582,1,0,0,0,0,0,1,0,Other Vehicular,Station Wagon/Sport Utility Vehicle
117,3/26/2022,QUEENS,40.74456,-73.93076,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Station Wagon/Sport Utility Vehicle
118,3/26/2022,QUEENS,40.69222,-73.847496,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Station Wagon/Sport Utility Vehicle
119,3/20/2022,MANHATTAN,40.818474,-73.95332,0,0,0,0,0,0,0,0,Other Vehicular,Sedan
120,3/26/2022,BROOKLYN,40.65206,-73.94973,0,0,0,0,0,0,0,0,Following Too Closely,Van
121,3/25/2022,BROOKLYN,40.645596,-73.999054,0,0,0,0,0,0,0,0,Unspecified,Carry All
122,3/25/2022,BRONX,40.88611,-73.86292,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,UNK
123,3/26/2022,BROOKLYN,40.659275,-73.889,3,0,0,0,0,0,3,0,Driver Inexperience,Sedan
124,3/26/2022,STATEN ISLAND,40.64005,-74.089355,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
125,3/26/2022,QUEENS,40.752068,-73.862854,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
126,3/26/2022,QUEENS,40.764187,-73.86258,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
127,3/26/2022,BROOKLYN,40.700546,-73.917076,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Sedan
128,3/26/2022,BRONX,40.822815,-73.895485,0,0,0,0,0,0,0,0,Following Too Closely,Station Wagon/Sport Utility Vehicle
129,3/25/2022,BRONX,40.812237,-73.909424,0,0,0,0,0,0,0,0,Unspecified,Sedan
130,3/26/2022,MANHATTAN,40.82803,-73.934845,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
131,3/26/2022,BROOKLYN,40.65906,-73.88459,0,0,0,0,0,0,0,0,Unspecified,Sedan
132,3/26/2022,MANHATTAN,40.75265,-73.99056,0,0,0,0,0,0,0,0,Passing Too Closely,Sedan
133,3/26/2022,BROOKLYN,40.596478,-73.96523,0,0,0,0,0,0,0,0,View Obstructed/Limited,Station Wagon/Sport Utility Vehicle
134,3/26/2022,QUEENS,40.772495,-73.8303,0,0,0,0,0,0,0,0,Following Too Closely,Station Wagon/Sport Utility Vehicle
135,3/26/2022,QUEENS,40.67102,-73.74893,1,0,0,0,0,0,1,0,Unspecified,Pick-up Truck
136,3/20/2022,BROOKLYN,40.678932,-73.96197,1,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Sedan
137,3/26/2022,QUEENS,40.655403,-73.85259,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle
138,3/24/2022,BROOKLYN,40.61578,-73.99995,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Sedan
139,3/26/2022,STATEN ISLAND,40.536892,-74.15944,0,0,0,0,0,0,0,0,Unspecified,Station Wagon/Sport Utility Vehicle
140,3/26/2022,BROOKLYN,40.634117,-73.94588,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Sedan
141,3/14/2022,MANHATTAN,40.756035,-73.98695,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Sedan
142,3/26/2022,MANHATTAN,40.771946,-73.952995,1,0,1,0,0,0,0,0,Unspecified,Sedan
143,3/26/2022,QUEENS,40.749866,-73.86273,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
144,3/26/2022,BROOKLYN,40.687176,-73.9814,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
145,3/25/2022,QUEENS,40.666378,-73.847694,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Sedan
146,3/26/2022,QUEENS,40.73769,-73.76846,0,0,0,0,0,0,0,0,Unspecified,Station Wagon/Sport Utility Vehicle
147,3/25/2022,QUEENS,40.74152,-73.904594,0,0,0,0,0,0,0,0,Unspecified,Station Wagon/Sport Utility Vehicle
148,3/26/2022,MANHATTAN,40.764626,-73.99555,0,0,0,0,0,0,0,0,Unspecified,Sedan
149,3/24/2022,BRONX,40.89306,-73.858734,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Station Wagon/Sport Utility Vehicle
150,3/26/2022,QUEENS,40.66743,-73.76676,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Station Wagon/Sport Utility Vehicle
151,3/26/2022,BRONX,40.87829,-73.87006,0,0,0,0,0,0,0,0,Passing Too Closely,Sedan
152,3/26/2022,QUEENS,40.746353,-73.91617,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
153,3/26/2022,BRONX,40.84869,-73.90329,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle
154,3/23/2022,BRONX,40.88971,-73.85603,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
155,3/25/2022,MANHATTAN,40.762287,-73.97027,0,0,0,0,0,0,0,0,Unspecified,Sedan
156,3/26/2022,BROOKLYN,40.65937,-73.8826,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Sedan
157,3/26/2022,MANHATTAN,40.80114,-73.93769,0,0,0,0,0,0,0,0,Alcohol Involvement,Sedan
158,3/26/2022,BROOKLYN,40.700726,-73.94194,0,0,0,0,0,0,0,0,Unsafe Speed,Taxi
159,3/26/2022,QUEENS,40.759285,-73.85809,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
160,3/26/2022,QUEENS,40.703434,-73.74051,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Sedan
161,3/25/2022,BROOKLYN,40.64235,-73.97937,1,0,0,0,0,0,1,0,Unspecified,Bus
162,3/26/2022,MANHATTAN,40.718174,-73.98704,0,0,0,0,0,0,0,0,Alcohol Involvement,Sedan
163,3/17/2022,MANHATTAN,40.76974,-73.982124,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Bus
164,3/26/2022,QUEENS,40.752663,-73.87633,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
165,3/26/2022,BROOKLYN,40.65331,-73.95942,0,0,0,0,0,0,0,0,Unspecified,Sedan
166,3/26/2022,MANHATTAN,40.731125,-74.004234,0,0,0,0,0,0,0,0,Following Too Closely,Station Wagon/Sport Utility Vehicle
167,3/26/2022,QUEENS,40.757725,-73.86372,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Sedan
168,3/26/2022,QUEENS,40.703938,-73.87605,0,0,0,0,0,0,0,0,Unspecified,Sedan
169,3/26/2022,BROOKLYN,40.663124,-73.8902,1,0,1,0,0,0,0,0,Unspecified,Station Wagon/Sport Utility Vehicle
170,3/26/2022,BRONX,40.835648,-73.88862,0,0,0,0,0,0,0,0,Unspecified,Station Wagon/Sport Utility Vehicle
171,3/26/2022,MANHATTAN,40.815205,-73.947495,0,0,0,0,0,0,0,0,Unspecified,USPCS
172,3/26/2022,QUEENS,40.681145,-73.84013,0,0,0,0,0,0,0,0,Following Too Closely,Station Wagon/Sport Utility Vehicle
173,3/26/2022,QUEENS,40.696384,-73.86017,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Sedan
174,3/25/2022,MANHATTAN,40.709206,-73.99607,0,0,0,0,0,0,0,0,Unspecified,Sedan
175,3/26/2022,STATEN ISLAND,40.53171,-74.202896,0,0,0,0,0,0,0,0,Unsafe Speed,Sedan
176,3/26/2022,BROOKLYN,40.608807,-73.924126,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
177,3/11/2022,BRONX,40.831635,-73.91894,0,0,0,0,0,0,0,0,Backing Unsafely,Sedan
178,3/26/2022,BRONX,40.832787,-73.850235,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
179,3/26/2022,BROOKLYN,40.649654,-73.92047,1,0,1,0,0,0,0,0,Unspecified,Sedan
180,3/26/2022,QUEENS,40.672405,-73.730515,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Station Wagon/Sport Utility Vehicle
181,3/21/2022,BRONX,40.879623,-73.86834,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Sedan
182,3/26/2022,BRONX,40.814438,-73.89308,1,0,0,0,0,0,1,0,Unspecified,Sedan
183,3/23/2022,QUEENS,40.742104,-73.702194,0,0,0,0,0,0,0,0,Unspecified,Sedan
184,3/26/2022,MANHATTAN,40.723507,-73.98541,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Sedan
185,3/26/2022,BROOKLYN,40.66602,-73.896324,0,0,0,0,0,0,0,0,Unspecified,Sedan
186,3/26/2022,BROOKLYN,40.663948,-73.98073,0,0,0,0,0,0,0,0,Fell Asleep,Station Wagon/Sport Utility Vehicle
187,3/26/2022,QUEENS,40.696865,-73.81535,3,0,0,0,0,0,3,0,Following Too Closely,Station Wagon/Sport Utility Vehicle
188,3/26/2022,STATEN ISLAND,40.642563,-74.08653,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
189,3/26/2022,BROOKLYN,40.64467,-73.9256,0,0,0,0,0,0,0,0,Driver Inexperience,Sedan
190,3/25/2022,MANHATTAN,40.779495,-73.9535,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
191,3/26/2022,BROOKLYN,40.686066,-73.971436,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
192,3/26/2022,QUEENS,40.693295,-73.80802,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Sedan
193,3/26/2022,QUEENS,40.743156,-73.91871,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
194,3/26/2022,BROOKLYN,40.711323,-73.95464,0,0,0,0,0,0,0,0,Other Vehicular,Sedan
195,3/26/2022,BROOKLYN,40.620525,-74.03228,0,0,0,0,0,0,0,0,Alcohol Involvement,Station Wagon/Sport Utility Vehicle
196,3/25/2022,MANHATTAN,40.80142,-73.93446,0,0,0,0,0,0,0,0,Unspecified,Sedan
197,3/26/2022,BROOKLYN,40.701195,-73.91409,0,0,0,0,0,0,0,0,Passing Too Closely,Sedan
198,10/17/2022,BROOKLYN,40.672108,-73.87671,0,0,0,0,0,0,0,0,Unspecified,Sedan
199,3/25/2022,BRONX,40.82628,-73.87673,0,0,0,0,0,0,0,0,Passing Too Closely,Station Wagon/Sport Utility Vehicle
200,3/26/2022,QUEENS,40.74648,-73.8723,0,0,0,0,0,0,0,0,Unspecified,Sedan
201,3/10/2022,QUEENS,40.710907,-73.842575,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
202,3/18/2022,BROOKLYN,40.696686,-73.9378,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
203,3/26/2022,MANHATTAN,40.766144,-73.99724,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
204,2/19/2022,BROOKLYN,40.669754,-73.904,0,0,0,0,0,0,0,0,Unspecified,Station Wagon/Sport Utility Vehicle
205,2/19/2022,STATEN ISLAND,40.616684,-74.08688,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
206,2/19/2022,BROOKLYN,40.601017,-73.95066,1,0,0,0,0,0,1,0,Illnes,Sedan
207,2/18/2022,QUEENS,40.68501,-73.842026,0,0,0,0,0,0,0,0,Passing Too Closely,Station Wagon/Sport Utility Vehicle
208,2/19/2022,QUEENS,40.7639,-73.88064,0,0,0,0,0,0,0,0,Unspecified,Sedan
209,2/17/2022,BROOKLYN,40.670723,-73.87519,0,0,0,0,0,0,0,0,Unspecified,Station Wagon/Sport Utility Vehicle
210,2/19/2022,MANHATTAN,40.747078,-73.981346,0,0,0,0,0,0,0,0,Turning Improperly,Sedan
211,2/19/2022,BRONX,40.842007,-73.85755,1,0,0,0,0,0,1,0,Alcohol Involvement,Station Wagon/Sport Utility Vehicle
212,2/19/2022,QUEENS,40.59957,-73.76422,0,0,0,0,0,0,0,0,Unspecified,Sedan
213,2/19/2022,BROOKLYN,40.668278,-73.92005,0,0,0,0,0,0,0,0,Unspecified,Sedan
214,2/19/2022,QUEENS,40.70212,-73.81066,0,0,0,0,0,0,0,0,Unspecified,Station Wagon/Sport Utility Vehicle
215,3/26/2022,QUEENS,40.73274,-73.86836,3,0,0,0,0,0,3,0,Other Vehicular,Sedan
216,3/26/2022,BRONX,40.87446,-73.91002,2,0,0,0,0,0,2,0,Passing or Lane Usage Improper,Sedan
217,3/25/2022,BROOKLYN,40.62685,-73.97643,0,0,0,0,0,0,0,0,Unspecified,Sedan
