CRASH DATE,BOROUGH,LATITUDE,LONGITUDE,PERSONS INJURED,PERSONS KILLED,PEDESTRIANS INJURED,PEDESTRIANS KILLED,CYCLIST INJURED,CYCLIST KILLED,MOTORIST INJURED,MOTORIST KILLED,CONTRIBUTING FACTOR,VEHICLE TYPE
2022-03-26,BROOKLYN,40.73207,-73.94462,1.0,0.0,0,0,0,0,1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Motorcycle
2022-03-25,MANHATTAN,40.8037,-73.93582,1.0,0.0,0,0,0,0,1,0,Other Vehicular,Station Wagon/Sport Utility Vehicle
2022-03-26,QUEENS,40.74456,-73.93076,1.0,0.0,0,0,1,0,0,0,Traffic Control Disregarded,Station Wagon/Sport Utility Vehicle
2022-03-26,QUEENS,40.69222,-73.847496,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Station Wagon/Sport Utility Vehicle
2022-03-20,MANHATTAN,40.818474,-73.95332,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Sedan
2022-03-26,BROOKLYN,40.65206,-73.94973,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Van
2022-03-25,BROOKLYN,40.645596,-73.999054,0.0,0.0,0,0,0,0,0,0,Unspecified,Carry All
2022-03-25,BRONX,40.88611,-73.86292,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,UNK
2022-03-26,BROOKLYN,40.659275,-73.889,3.0,0.0,0,0,0,0,3,0,Driver Inexperience,Sedan
2022-03-26,STATEN ISLAND,40.64005,-74.089355,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
2022-03-26,QUEENS,40.752068,-73.862854,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
2022-03-26,QUEENS,40.764187,-73.86258,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
2022-03-26,BROOKLYN,40.700546,-73.917076,2.0,0.0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Sedan
2022-03-26,BRONX,40.822815,-73.895485,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Station Wagon/Sport Utility Vehicle
2022-03-25,BRONX,40.812237,-73.909424,0.0,0.0,0,0,0,0,0,0,Unspecified,Sedan
2022-03-26,MANHATTAN,40.82803,-73.934845,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
2022-03-26,BROOKLYN,40.65906,-73.88459,0.0,0.0,0,0,0,0,0,0,Unspecified,Sedan
2022-03-26,MANHATTAN,40.75265,-73.99056,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Sedan
2022-03-26,BROOKLYN,40.596478,-73.96523,0.0,0.0,0,0,0,0,0,0,View Obstructed/Limited,Station Wagon/Sport Utility Vehicle
2022-03-26,QUEENS,40.772495,-73.8303,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Station Wagon/Sport Utility Vehicle
2022-03-26,QUEENS,40.67102,-73.74893,1.0,0.0,0,0,0,0,1,0,Unspecified,Pick-up Truck
2022-03-20,BROOKLYN,40.678932,-73.96197,1.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Sedan
2022-03-26,QUEENS,40.655403,-73.85259,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle
2022-03-24,BROOKLYN,40.61578,-73.99995,1.0,0.0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Sedan
2022-03-26,STATEN ISLAND,40.536892,-74.15944,0.0,0.0,0,0,0,0,0,0,Unspecified,Station Wagon/Sport Utility Vehicle
2022-03-26,BROOKLYN,40.634117,-73.94588,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Sedan
2022-03-14,MANHATTAN,40.756035,-73.98695,1.0,0.0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Sedan
2022-03-26,MANHATTAN,40.771946,-73.952995,1.0,0.0,1,0,0,0,0,0,Unspecified,Sedan
2022-03-26,QUEENS,40.749866,-73.86273,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
2022-03-26,BROOKLYN,40.687176,-73.9814,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
2022-03-25,QUEENS,40.666378,-73.847694,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Sedan
2022-03-26,QUEENS,40.73769,-73.76846,0.0,0.0,0,0,0,0,0,0,Unspecified,Station Wagon/Sport Utility Vehicle
2022-03-25,QUEENS,40.74152,-73.904594,0.0,0.0,0,0,0,0,0,0,Unspecified,Station Wagon/Sport Utility Vehicle
2022-03-26,MANHATTAN,40.764626,-73.99555,0.0,0.0,0,0,0,0,0,0,Unspecified,Sedan
2022-03-24,BRONX,40.89306,-73.858734,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Station Wagon/Sport Utility Vehicle
2022-03-26,QUEENS,40.66743,-73.76676,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Station Wagon/Sport Utility Vehicle
2022-03-26,BRONX,40.87829,-73.87006,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Sedan
2022-03-26,QUEENS,40.746353,-73.91617,1.0,0.0,1,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
2022-03-26,BRONX,40.84869,-73.90329,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle
2022-03-23,BRONX,40.88971,-73.85603,1.0,0.0,1,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
2022-03-25,MANHATTAN,40.762287,-73.97027,0.0,0.0,0,0,0,0,0,0,Unspecified,Sedan
2022-03-26,BROOKLYN,40.65937,-73.8826,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Sedan
2022-03-26,MANHATTAN,40.80114,-73.93769,0.0,0.0,0,0,0,0,0,0,Alcohol Involvement,Sedan
2022-03-26,BROOKLYN,40.700726,-73.94194,0.0,0.0,0,0,0,0,0,0,Unsafe Speed,Taxi
2022-03-26,QUEENS,40.759285,-73.85809,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
2022-03-26,QUEENS,40.703434,-73.74051,0.0,0.0,0,0,0,0,0,0,Traffic Control Disregarded,Sedan
2022-03-25,BROOKLYN,40.64235,-73.97937,1.0,0.0,0,0,0,0,1,0,Unspecified,Bus
2022-03-26,MANHATTAN,40.718174,-73.98704,0.0,0.0,0,0,0,0,0,0,Alcohol Involvement,Sedan
2022-03-17,MANHATTAN,40.76974,-73.982124,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Bus
2022-03-26,QUEENS,40.752663,-73.87633,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
2022-03-26,BROOKLYN,40.65331,-73.95942,0.0,0.0,0,0,0,0,0,0,Unspecified,Sedan
2022-03-26,MANHATTAN,40.731125,-74.004234,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Station Wagon/Sport Utility Vehicle
2022-03-26,QUEENS,40.757725,-73.86372,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Sedan
2022-03-26,QUEENS,40.703938,-73.87605,0.0,0.0,0,0,0,0,0,0,Unspecified,Sedan
2022-03-26,BROOKLYN,40.663124,-73.8902,1.0,0.0,1,0,0,0,0,0,Unspecified,Station Wagon/Sport Utility Vehicle
2022-03-26,BRONX,40.835648,-73.88862,0.0,0.0,0,0,0,0,0,0,Unspecified,Station Wagon/Sport Utility Vehicle
2022-03-26,MANHATTAN,40.815205,-73.947495,0.0,0.0,0,0,0,0,0,0,Unspecified,USPCS
2022-03-26,QUEENS,40.681145,-73.84013,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Station Wagon/Sport Utility Vehicle
2022-03-26,QUEENS,40.696384,-73.86017,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Sedan
2022-03-25,MANHATTAN,40.709206,-73.99607,0.0,0.0,0,0,0,0,0,0,Unspecified,Sedan
2022-03-26,STATEN ISLAND,40.53171,-74.202896,0.0,0.0,0,0,0,0,0,0,Unsafe Speed,Sedan
2022-03-26,BROOKLYN,40.608807,-73.924126,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
2022-03-11,BRONX,40.831635,-73.91894,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Sedan
2022-03-26,BRONX,40.832787,-73.850235,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
2022-03-26,BROOKLYN,40.649654,-73.92047,1.0,0.0,1,0,0,0,0,0,Unspecified,Sedan
2022-03-26,QUEENS,40.672405,-73.730515,2.0,0.0,0,0,0,0,2,0,Traffic Control Disregarded,Station Wagon/Sport Utility Vehicle
2022-03-21,BRONX,40.879623,-73.86834,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Sedan
2022-03-26,BRONX,40.814438,-73.89308,1.0,0.0,0,0,0,0,1,0,Unspecified,Sedan
2022-03-23,QUEENS,40.742104,-73.702194,0.0,0.0,0,0,0,0,0,0,Unspecified,Sedan
2022-03-26,MANHATTAN,40.723507,-73.98541,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Sedan
2022-03-26,BROOKLYN,40.66602,-73.896324,0.0,0.0,0,0,0,0,0,0,Unspecified,Sedan
2022-03-26,BROOKLYN,40.663948,-73.98073,0.0,0.0,0,0,0,0,0,0,Fell Asleep,Station Wagon/Sport Utility Vehicle
2022-03-26,QUEENS,40.696865,-73.81535,3.0,0.0,0,0,0,0,3,0,Following Too Closely,Station Wagon/Sport Utility Vehicle
2022-03-26,STATEN ISLAND,40.642563,-74.08653,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
2022-03-26,BROOKLYN,40.64467,-73.9256,0.0,0.0,0,0,0,0,0,0,Driver Inexperience,Sedan
2022-03-25,MANHATTAN,40.779495,-73.9535,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
2022-03-26,BROOKLYN,40.686066,-73.971436,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
2022-03-26,QUEENS,40.693295,-73.80802,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Sedan
2022-03-26,QUEENS,40.743156,-73.91871,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
2022-03-26,BROOKLYN,40.711323,-73.95464,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Sedan
2022-03-26,BROOKLYN,40.620525,-74.03228,0.0,0.0,0,0,0,0,0,0,Alcohol Involvement,Station Wagon/Sport Utility Vehicle
2022-03-25,MANHATTAN,40.80142,-73.93446,0.0,0.0,0,0,0,0,0,0,Unspecified,Sedan
2022-03-26,BROOKLYN,40.701195,-73.91409,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Sedan
2022-10-17,BROOKLYN,40.672108,-73.87671,0.0,0.0,0,0,0,0,0,0,Unspecified,Sedan
2022-03-25,BRONX,40.82628,-73.87673,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Station Wagon/Sport Utility Vehicle
2022-03-26,QUEENS,40.74648,-73.8723,0.0,0.0,0,0,0,0,0,0,Unspecified,Sedan
2022-03-10,QUEENS,40.710907,-73.842575,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Sedan
